abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"RIOMILCO","=""03/13/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/14/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/15/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/16/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/17/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/18/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/19/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/20/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/21/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/22/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/23/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/24/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/25/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/26/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/27/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/28/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/29/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/30/1986 00:00""","","cfs","","","",
"RIOMILCO","=""03/31/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/01/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/02/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/03/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/04/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/05/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/06/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/07/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/08/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/09/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/10/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/11/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/12/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/13/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/14/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/15/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/16/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/17/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/18/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/19/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/20/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/21/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/22/1986 00:00""","","cfs","","","",
"RIOMILCO","=""04/23/1986 00:00""","107","cfs","","","=""04/23/1986 23:45""",
"RIOMILCO","=""04/24/1986 00:00""","142","cfs","","","=""04/24/1986 23:45""",
"RIOMILCO","=""04/25/1986 00:00""","193","cfs","","","=""04/25/1986 23:45""",
"RIOMILCO","=""04/26/1986 00:00""","211","cfs","","","=""04/26/1986 23:45""",
"RIOMILCO","=""04/27/1986 00:00""","211","cfs","","","=""04/27/1986 23:45""",
"RIOMILCO","=""04/28/1986 00:00""","211","cfs","","","=""04/28/1986 23:45""",
"RIOMILCO","=""04/29/1986 00:00""","211","cfs","","","=""04/29/1986 23:45""",
"RIOMILCO","=""04/30/1986 00:00""","211","cfs","","","=""04/30/1986 23:45""",
"RIOMILCO","=""05/01/1986 00:00""","268","cfs","","","=""05/01/1986 23:45""",
"RIOMILCO","=""05/02/1986 00:00""","361","cfs","","","=""05/02/1986 23:45""",
"RIOMILCO","=""05/03/1986 00:00""","146","cfs","","","=""05/03/1986 23:45""",
"RIOMILCO","=""05/04/1986 00:00""","16","cfs","","","=""05/04/1986 23:45""",
"RIOMILCO","=""05/05/1986 00:00""","16","cfs","","","=""05/05/1986 23:45""",
"RIOMILCO","=""05/06/1986 00:00""","16.8","cfs","","","=""05/06/1986 23:45""",
"RIOMILCO","=""05/07/1986 00:00""","17.4","cfs","","","=""05/07/1986 23:45""",
"RIOMILCO","=""05/08/1986 00:00""","104","cfs","","","=""05/08/1986 23:45""",
"RIOMILCO","=""05/09/1986 00:00""","177","cfs","","","=""05/09/1986 23:45""",
"RIOMILCO","=""05/10/1986 00:00""","177","cfs","","","=""05/10/1986 23:45""",
"RIOMILCO","=""05/11/1986 00:00""","215","cfs","","","=""05/11/1986 23:45""",
"RIOMILCO","=""05/12/1986 00:00""","296","cfs","","","=""05/12/1986 23:45""",
"RIOMILCO","=""05/13/1986 00:00""","403","cfs","","","=""05/13/1986 14:00""",
"RIOMILCO","=""05/14/1986 00:00""","547","cfs","","","=""05/14/1986 23:45""",
"RIOMILCO","=""05/15/1986 00:00""","566","cfs","","","=""05/15/1986 23:45""",
"RIOMILCO","=""05/16/1986 00:00""","566","cfs","","","=""05/16/1986 23:45""",
"RIOMILCO","=""05/17/1986 00:00""","589","cfs","","","=""05/17/1986 23:45""",
"RIOMILCO","=""05/18/1986 00:00""","547","cfs","","","=""05/18/1986 23:45""",
"RIOMILCO","=""05/19/1986 00:00""","461","cfs","","","=""05/19/1986 23:45""",
"RIOMILCO","=""05/20/1986 00:00""","432","cfs","","","=""05/20/1986 23:45""",
"RIOMILCO","=""05/21/1986 00:00""","183","cfs","","","=""05/21/1986 23:45""",
"RIOMILCO","=""05/22/1986 00:00""","19.6","cfs","","*","=""05/22/1986 23:45""",
"RIOMILCO","=""05/23/1986 00:00""","20.4","cfs","","","=""05/23/1986 23:45""",
"RIOMILCO","=""05/24/1986 00:00""","21.4","cfs","","","=""05/24/1986 23:45""",
"RIOMILCO","=""05/25/1986 00:00""","23.1","cfs","","","=""05/25/1986 23:45""",
"RIOMILCO","=""05/26/1986 00:00""","323","cfs","","","=""05/26/1986 23:45""",
"RIOMILCO","=""05/27/1986 00:00""","989","cfs","","","=""05/27/1986 23:45""",
"RIOMILCO","=""05/28/1986 00:00""","1250","cfs","","","=""05/28/1986 23:45""",
"RIOMILCO","=""05/29/1986 00:00""","1290","cfs","","","=""05/29/1986 23:45""",
"RIOMILCO","=""05/30/1986 00:00""","1200","cfs","","","=""05/30/1986 23:45""",
"RIOMILCO","=""05/31/1986 00:00""","1030","cfs","","","=""05/31/1986 23:45""",
"RIOMILCO","=""06/01/1986 00:00""","1010","cfs","","","=""06/01/1986 23:45""",
"RIOMILCO","=""06/02/1986 00:00""","966","cfs","","","=""06/02/1986 23:45""",
"RIOMILCO","=""06/03/1986 00:00""","1020","cfs","","","=""06/03/1986 23:45""",
"RIOMILCO","=""06/04/1986 00:00""","1140","cfs","","","=""06/04/1986 23:45""",
"RIOMILCO","=""06/05/1986 00:00""","1450","cfs","","","=""06/05/1986 23:45""",
"RIOMILCO","=""06/06/1986 00:00""","1660","cfs","","","=""06/06/1986 23:45""",
"RIOMILCO","=""06/07/1986 00:00""","2160","cfs","","*","=""06/07/1986 23:45""",
"RIOMILCO","=""06/08/1986 00:00""","1730","cfs","","","=""06/08/1986 23:45""",
"RIOMILCO","=""06/09/1986 00:00""","1680","cfs","","","=""06/09/1986 23:45""",
"RIOMILCO","=""06/10/1986 00:00""","1270","cfs","","","=""06/10/1986 23:45""",
"RIOMILCO","=""06/11/1986 00:00""","1140","cfs","","","=""06/11/1986 23:45""",
"RIOMILCO","=""06/12/1986 00:00""","1230","cfs","","","=""06/12/1986 23:45""",
"RIOMILCO","=""06/13/1986 00:00""","1430","cfs","","","=""06/13/1986 23:45""",
"RIOMILCO","=""06/14/1986 00:00""","1560","cfs","","","=""06/14/1986 23:45""",
"RIOMILCO","=""06/15/1986 00:00""","1570","cfs","","","=""06/15/1986 23:45""",
"RIOMILCO","=""06/16/1986 00:00""","1560","cfs","","","=""06/16/1986 23:45""",
"RIOMILCO","=""06/17/1986 00:00""","1620","cfs","","","=""06/17/1986 23:45""",
"RIOMILCO","=""06/18/1986 00:00""","1940","cfs","","","=""06/18/1986 23:45""",
"RIOMILCO","=""06/19/1986 00:00""","1950","cfs","","","=""06/19/1986 23:45""",
"RIOMILCO","=""06/20/1986 00:00""","1760","cfs","","","=""06/20/1986 23:45""",
"RIOMILCO","=""06/21/1986 00:00""","1730","cfs","","","=""06/21/1986 23:45""",
"RIOMILCO","=""06/22/1986 00:00""","1720","cfs","","*","=""06/22/1986 18:00""",
"RIOMILCO","=""06/23/1986 00:00""","1600","cfs","","","=""06/23/1986 23:45""",
"RIOMILCO","=""06/24/1986 00:00""","1530","cfs","","","=""06/24/1986 23:45""",
"RIOMILCO","=""06/25/1986 00:00""","1140","cfs","","","=""06/25/1986 23:45""",
"RIOMILCO","=""06/26/1986 00:00""","1180","cfs","","","=""06/26/1986 23:45""",
"RIOMILCO","=""06/27/1986 00:00""","1260","cfs","","","=""06/27/1986 23:45""",
"RIOMILCO","=""06/28/1986 00:00""","1280","cfs","","","=""06/28/1986 23:45""",
"RIOMILCO","=""06/29/1986 00:00""","1500","cfs","","","=""06/29/1986 23:45""",
"RIOMILCO","=""06/30/1986 00:00""","1290","cfs","","","=""06/30/1986 23:45""",
"RIOMILCO","=""07/01/1986 00:00""","1110","cfs","","","=""07/01/1986 23:45""",
"RIOMILCO","=""07/02/1986 00:00""","1040","cfs","","","=""07/02/1986 23:45""",
"RIOMILCO","=""07/03/1986 00:00""","1230","cfs","","","=""07/03/1986 23:45""",
"RIOMILCO","=""07/04/1986 00:00""","1300","cfs","","","=""07/04/1986 23:45""",
"RIOMILCO","=""07/05/1986 00:00""","1350","cfs","","","=""07/05/1986 23:45""",
"RIOMILCO","=""07/06/1986 00:00""","1340","cfs","","","=""07/06/1986 23:45""",
"RIOMILCO","=""07/07/1986 00:00""","1390","cfs","","","=""07/07/1986 23:45""",
"RIOMILCO","=""07/08/1986 00:00""","1420","cfs","","","=""07/08/1986 23:45""",
"RIOMILCO","=""07/09/1986 00:00""","1420","cfs","","","=""07/09/1986 23:45""",
"RIOMILCO","=""07/10/1986 00:00""","1420","cfs","","","=""07/10/1986 23:45""",
"RIOMILCO","=""07/11/1986 00:00""","1400","cfs","","","=""07/11/1986 23:45""",
"RIOMILCO","=""07/12/1986 00:00""","1410","cfs","","","=""07/12/1986 23:45""",
"RIOMILCO","=""07/13/1986 00:00""","1400","cfs","","","=""07/13/1986 23:45""",
"RIOMILCO","=""07/14/1986 00:00""","1390","cfs","","","=""07/14/1986 23:45""",
"RIOMILCO","=""07/15/1986 00:00""","1370","cfs","","","=""07/15/1986 23:45""",
"RIOMILCO","=""07/16/1986 00:00""","994","cfs","","","=""07/16/1986 23:45""",
"RIOMILCO","=""07/17/1986 00:00""","1220","cfs","","","=""07/17/1986 23:45""",
"RIOMILCO","=""07/18/1986 00:00""","1240","cfs","","","=""07/18/1986 23:45""",
"RIOMILCO","=""07/19/1986 00:00""","1230","cfs","","","=""07/19/1986 23:45""",
"RIOMILCO","=""07/20/1986 00:00""","1230","cfs","","","=""07/20/1986 23:45""",
"RIOMILCO","=""07/21/1986 00:00""","1220","cfs","","","=""07/21/1986 23:45""",
"RIOMILCO","=""07/22/1986 00:00""","1210","cfs","","","=""07/22/1986 23:45""",
"RIOMILCO","=""07/23/1986 00:00""","1170","cfs","","","=""07/23/1986 23:45""",
"RIOMILCO","=""07/24/1986 00:00""","1160","cfs","","","=""07/24/1986 23:45""",
"RIOMILCO","=""07/25/1986 00:00""","1140","cfs","","","=""07/25/1986 23:45""",
"RIOMILCO","=""07/26/1986 00:00""","1130","cfs","","","=""07/26/1986 23:45""",
"RIOMILCO","=""07/27/1986 00:00""","1110","cfs","","","=""07/27/1986 23:45""",
"RIOMILCO","=""07/28/1986 00:00""","1100","cfs","","","=""07/28/1986 23:45""",
"RIOMILCO","=""07/29/1986 00:00""","1070","cfs","","*","=""07/29/1986 23:45""",
"RIOMILCO","=""07/30/1986 00:00""","1050","cfs","","*","=""07/30/1986 23:45""",
"RIOMILCO","=""07/31/1986 00:00""","1040","cfs","","*","=""07/31/1986 23:45""",
"RIOMILCO","=""08/01/1986 00:00""","900","cfs","","*","=""08/01/1986 23:45""",
"RIOMILCO","=""08/02/1986 00:00""","702","cfs","","*","=""08/02/1986 23:45""",
"RIOMILCO","=""08/03/1986 00:00""","609","cfs","","*","=""08/03/1986 23:45""",
"RIOMILCO","=""08/04/1986 00:00""","584","cfs","","*","=""08/04/1986 23:45""",
"RIOMILCO","=""08/05/1986 00:00""","539","cfs","","*","=""08/05/1986 23:45""",
"RIOMILCO","=""08/06/1986 00:00""","433","cfs","","*","=""08/06/1986 23:45""",
"RIOMILCO","=""08/07/1986 00:00""","398","cfs","","*","=""08/07/1986 23:45""",
"RIOMILCO","=""08/08/1986 00:00""","394","cfs","","*","=""08/08/1986 23:45""",
"RIOMILCO","=""08/09/1986 00:00""","419","cfs","","*","=""08/09/1986 23:45""",
"RIOMILCO","=""08/10/1986 00:00""","434","cfs","","*","=""08/10/1986 23:45""",
"RIOMILCO","=""08/11/1986 00:00""","525","cfs","","*","=""08/11/1986 23:45""",
"RIOMILCO","=""08/12/1986 00:00""","528","cfs","","*","=""08/12/1986 23:45""",
"RIOMILCO","=""08/13/1986 00:00""","594","cfs","","*","=""08/13/1986 23:45""",
"RIOMILCO","=""08/14/1986 00:00""","605","cfs","","*","=""08/14/1986 23:45""",
"RIOMILCO","=""08/15/1986 00:00""","652","cfs","","*","=""08/15/1986 23:45""",
"RIOMILCO","=""08/16/1986 00:00""","667","cfs","","*","=""08/16/1986 23:45""",
"RIOMILCO","=""08/17/1986 00:00""","664","cfs","","*","=""08/17/1986 23:45""",
"RIOMILCO","=""08/18/1986 00:00""","659","cfs","","*","=""08/18/1986 23:45""",
"RIOMILCO","=""08/19/1986 00:00""","653","cfs","","*","=""08/19/1986 23:45""",
"RIOMILCO","=""08/20/1986 00:00""","649","cfs","","*","=""08/20/1986 23:45""",
"RIOMILCO","=""08/21/1986 00:00""","643","cfs","","*","=""08/21/1986 23:45""",
"RIOMILCO","=""08/22/1986 00:00""","635","cfs","","*","=""08/22/1986 23:45""",
"RIOMILCO","=""08/23/1986 00:00""","626","cfs","","*","=""08/23/1986 23:45""",
"RIOMILCO","=""08/24/1986 00:00""","620","cfs","","*","=""08/24/1986 23:45""",
"RIOMILCO","=""08/25/1986 00:00""","607","cfs","","*","=""08/25/1986 23:45""",
"RIOMILCO","=""08/26/1986 00:00""","595","cfs","","*","=""08/26/1986 23:45""",
"RIOMILCO","=""08/27/1986 00:00""","580","cfs","","*","=""08/27/1986 23:45""",
"RIOMILCO","=""08/28/1986 00:00""","568","cfs","","*","=""08/28/1986 23:45""",
"RIOMILCO","=""08/29/1986 00:00""","552","cfs","","*","=""08/29/1986 23:45""",
"RIOMILCO","=""08/30/1986 00:00""","533","cfs","","*","=""08/30/1986 23:45""",
"RIOMILCO","=""08/31/1986 00:00""","510","cfs","","*","=""08/31/1986 23:45""",
"RIOMILCO","=""09/01/1986 00:00""","483","cfs","","*","=""09/01/1986 23:45""",
"RIOMILCO","=""09/02/1986 00:00""","453","cfs","","*","=""09/02/1986 23:45""",
"RIOMILCO","=""09/03/1986 00:00""","414","cfs","","*","=""09/03/1986 23:45""",
"RIOMILCO","=""09/04/1986 00:00""","330","cfs","","*","=""09/04/1986 23:45""",
"RIOMILCO","=""09/05/1986 00:00""","174","cfs","","*","=""09/05/1986 23:45""",
"RIOMILCO","=""09/06/1986 00:00""","109","cfs","","*","=""09/06/1986 23:45""",
"RIOMILCO","=""09/07/1986 00:00""","102","cfs","","*","=""09/07/1986 23:45""",
"RIOMILCO","=""09/08/1986 00:00""","132","cfs","","*","=""09/08/1986 23:45""",
"RIOMILCO","=""09/09/1986 00:00""","166","cfs","","*","=""09/09/1986 23:45""",
"RIOMILCO","=""09/10/1986 00:00""","277","cfs","","*","=""09/10/1986 23:45""",
"RIOMILCO","=""09/11/1986 00:00""","258","cfs","","*","=""09/11/1986 23:45""",
"RIOMILCO","=""09/12/1986 00:00""","229","cfs","","*","=""09/12/1986 23:45""",
"RIOMILCO","=""09/13/1986 00:00""","192","cfs","","*","=""09/13/1986 23:45""",
"RIOMILCO","=""09/14/1986 00:00""","170","cfs","","*","=""09/14/1986 23:45""",
"RIOMILCO","=""09/15/1986 00:00""","148","cfs","","*","=""09/15/1986 23:45""",
"RIOMILCO","=""09/16/1986 00:00""","154","cfs","","*","=""09/16/1986 23:45""",
"RIOMILCO","=""09/17/1986 00:00""","159","cfs","","*","=""09/17/1986 23:45""",
"RIOMILCO","=""09/18/1986 00:00""","140","cfs","","*","=""09/18/1986 23:45""",
"RIOMILCO","=""09/19/1986 00:00""","135","cfs","","*","=""09/19/1986 23:45""",
"RIOMILCO","=""09/20/1986 00:00""","127","cfs","","*","=""09/20/1986 23:45""",
"RIOMILCO","=""09/21/1986 00:00""","120","cfs","","*","=""09/21/1986 23:45""",
"RIOMILCO","=""09/22/1986 00:00""","136","cfs","","*","=""09/22/1986 23:45""",
"RIOMILCO","=""09/23/1986 00:00""","188","cfs","","*","=""09/23/1986 23:45""",
"RIOMILCO","=""09/24/1986 00:00""","225","cfs","","*","=""09/24/1986 14:00""",
"RIOMILCO","=""09/25/1986 00:00""","","cfs","","","",
"RIOMILCO","=""09/26/1986 00:00""","","cfs","","","",
"RIOMILCO","=""09/27/1986 00:00""","","cfs","","","",
"RIOMILCO","=""09/28/1986 00:00""","","cfs","","","",
"RIOMILCO","=""09/29/1986 00:00""","","cfs","","","",
"RIOMILCO","=""09/30/1986 00:00""","171","cfs","","*","=""09/30/1986 23:45""",
"RIOMILCO","=""10/01/1986 00:00""","171","cfs","","","=""10/01/1986 23:45""",
"RIOMILCO","=""10/02/1986 00:00""","177","cfs","","","=""10/02/1986 23:45""",
"RIOMILCO","=""10/03/1986 00:00""","186","cfs","","","=""10/03/1986 23:45""",
"RIOMILCO","=""10/04/1986 00:00""","161","cfs","","","=""10/04/1986 23:45""",
"RIOMILCO","=""10/05/1986 00:00""","177","cfs","","","=""10/05/1986 23:45""",
"RIOMILCO","=""10/06/1986 00:00""","180","cfs","","","=""10/06/1986 23:45""",
"RIOMILCO","=""10/07/1986 00:00""","175","cfs","","","=""10/07/1986 23:45""",
"RIOMILCO","=""10/08/1986 00:00""","153","cfs","","*","=""10/08/1986 23:45""",
"RIOMILCO","=""10/09/1986 00:00""","188","cfs","","","=""10/09/1986 23:45""",
"RIOMILCO","=""10/10/1986 00:00""","187","cfs","","","=""10/10/1986 22:00""",
"RIOMILCO","=""10/11/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/12/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/13/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/14/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/15/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/16/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/17/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/18/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/19/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/20/1986 00:00""","","cfs","","","",
"RIOMILCO","=""10/21/1986 00:00""","159","cfs","","","=""10/21/1986 23:45""",
"RIOMILCO","=""10/22/1986 00:00""","150","cfs","","","=""10/22/1986 23:45""",
"RIOMILCO","=""10/23/1986 00:00""","144","cfs","","","=""10/23/1986 23:45""",
"RIOMILCO","=""10/24/1986 00:00""","147","cfs","","","=""10/24/1986 23:45""",
"RIOMILCO","=""10/25/1986 00:00""","111","cfs","","","=""10/25/1986 23:45""",
"RIOMILCO","=""10/26/1986 00:00""","127","cfs","","","=""10/26/1986 23:45""",
"RIOMILCO","=""10/27/1986 00:00""","129","cfs","","","=""10/27/1986 23:45""",
"RIOMILCO","=""10/28/1986 00:00""","130","cfs","","","=""10/28/1986 23:45""",
"RIOMILCO","=""10/29/1986 00:00""","127","cfs","","","=""10/29/1986 23:45""",
"RIOMILCO","=""10/30/1986 00:00""","130","cfs","","","=""10/30/1986 23:45""",
"RIOMILCO","=""10/31/1986 00:00""","126","cfs","","","=""10/31/1986 23:45""",
"RIOMILCO","=""11/01/1986 00:00""","86.8","cfs","","","=""11/01/1986 23:45""",
"RIOMILCO","=""11/02/1986 00:00""","134","cfs","","*","=""11/02/1986 23:45""",
"RIOMILCO","=""11/03/1986 00:00""","157","cfs","","","=""11/03/1986 23:45""",
"RIOMILCO","=""11/04/1986 00:00""","153","cfs","","","=""11/04/1986 23:45""",
"RIOMILCO","=""11/05/1986 00:00""","116","cfs","","","=""11/05/1986 23:45""",
"RIOMILCO","=""11/06/1986 00:00""","109","cfs","","","=""11/06/1986 23:45""",
"RIOMILCO","=""11/07/1986 00:00""","103","cfs","","","=""11/07/1986 23:45""",
"RIOMILCO","=""11/08/1986 00:00""","115","cfs","","*","=""11/08/1986 17:00""",
"RIOMILCO","=""11/09/1986 00:00""","140","cfs","","*","=""11/09/1986 21:00""",
"RIOMILCO","=""11/10/1986 00:00""","","cfs","","","",
"RIOMILCO","=""11/11/1986 00:00""","135","cfs","","*","=""11/11/1986 23:45""",
"RIOMILCO","=""11/12/1986 00:00""","111","cfs","","*","=""11/12/1986 23:45""",
"RIOMILCO","=""11/13/1986 00:00""","111","cfs","","*","=""11/13/1986 23:45""",
"RIOMILCO","=""11/14/1986 00:00""","115","cfs","","*","=""11/14/1986 23:45""",
"RIOMILCO","=""11/15/1986 00:00""","114","cfs","","*","=""11/15/1986 23:45""",
"RIOMILCO","=""11/16/1986 00:00""","106","cfs","","*","=""11/16/1986 23:45""",
"RIOMILCO","=""11/17/1986 00:00""","104","cfs","","*","=""11/17/1986 23:45""",
"RIOMILCO","=""11/18/1986 00:00""","102","cfs","","*","=""11/18/1986 23:45""",
"RIOMILCO","=""11/19/1986 00:00""","103","cfs","","*","=""11/19/1986 23:45""",
"RIOMILCO","=""11/20/1986 00:00""","97.2","cfs","","*","=""11/20/1986 23:45""",
"RIOMILCO","=""11/21/1986 00:00""","104","cfs","","*","=""11/21/1986 23:45""",
"RIOMILCO","=""11/22/1986 00:00""","91.1","cfs","","*","=""11/22/1986 23:45""",
"RIOMILCO","=""11/23/1986 00:00""","88.2","cfs","","*","=""11/23/1986 23:45""",
"RIOMILCO","=""11/24/1986 00:00""","147","cfs","","*","=""11/24/1986 23:45""",
"RIOMILCO","=""11/25/1986 00:00""","187","cfs","","","=""11/25/1986 23:45""",
"RIOMILCO","=""11/26/1986 00:00""","115","cfs","","","=""11/26/1986 23:45""",
"RIOMILCO","=""11/27/1986 00:00""","151","cfs","","","=""11/27/1986 23:45""",
"RIOMILCO","=""11/28/1986 00:00""","216","cfs","","","=""11/28/1986 23:45""",
"RIOMILCO","=""11/29/1986 00:00""","233","cfs","","","=""11/29/1986 23:45""",
"RIOMILCO","=""11/30/1986 00:00""","231","cfs","","","=""11/30/1986 13:00""",
"RIOMILCO","=""12/01/1986 00:00""","251","cfs","","","=""12/01/1986 23:45""",
"RIOMILCO","=""12/02/1986 00:00""","383","cfs","","","=""12/02/1986 23:45""",
"RIOMILCO","=""12/03/1986 00:00""","526","cfs","","","=""12/03/1986 23:45""",
"RIOMILCO","=""12/04/1986 00:00""","508","cfs","","","=""12/04/1986 23:45""",
"RIOMILCO","=""12/05/1986 00:00""","473","cfs","","","=""12/05/1986 23:45""",
"RIOMILCO","=""12/06/1986 00:00""","344","cfs","","","=""12/06/1986 23:45""",
"RIOMILCO","=""12/07/1986 00:00""","218","cfs","","","=""12/07/1986 23:45""",
"RIOMILCO","=""12/08/1986 00:00""","391","cfs","","","=""12/08/1986 23:45""",
"RIOMILCO","=""12/09/1986 00:00""","730","cfs","","","=""12/09/1986 23:45""",
"RIOMILCO","=""12/10/1986 00:00""","762","cfs","","","=""12/10/1986 23:45""",
"RIOMILCO","=""12/11/1986 00:00""","762","cfs","","","=""12/11/1986 23:45""",
"RIOMILCO","=""12/12/1986 00:00""","762","cfs","","","=""12/12/1986 23:45""",
"RIOMILCO","=""12/13/1986 00:00""","762","cfs","","","=""12/13/1986 23:45""",
"RIOMILCO","=""12/14/1986 00:00""","762","cfs","","","=""12/14/1986 23:45""",
"RIOMILCO","=""12/15/1986 00:00""","762","cfs","","","=""12/15/1986 05:00""",
"RIOMILCO","=""12/16/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/17/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/18/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/19/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/20/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/21/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/22/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/23/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/24/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/25/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/26/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/27/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/28/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/29/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/30/1986 00:00""","","cfs","","","",
"RIOMILCO","=""12/31/1986 00:00""","","cfs","","","",
"RIOMILCO","=""01/01/1987 00:00""","","cfs","","","",
